PB030,HB030,RB050,AGE,RB090,RB220,RB230,RB240,RL010,RL020,RL030,RL040,RL050,RL060,PB190,PB200,PE010,PE020,PE030,PE040,PH010,PH020,PH030,PH040,PH050,PH060,PH070,PL015,PL020,PL025,PL031,PL040,PL051,PL060,PL073,PL074,PL075,PL076,PL080,PL085,PL086,PL087,PL088,PL089,PL090,PL100,PL111,PL120,PL190,PL200,PL130,PL140,PL150,PY010G,PY010N,PY020G,PY021G,PY030G,PY035G,PY050G,PY050N,PY080G,PY090G,PY090N,PY100G,PY110G,PY120G,PY120N,PY130G,PY140G,PD020,PD030,PD050,PD060,PD070,PD080,AP,SL,M_K
4002620003,40026200,211.9668,9,1,4002620002,4002620001,\N,\N,25,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10,1,1
4002620004,40026200,211.9668,5,1,4002620002,4002620001,\N,40,\N,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10,1,1
4002780001,40027800,156.96385,58,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1984,600,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,5,3,26,\N,0,0,0,0,12,0,0,0,0,0,0,\N,\N,\N,20,21,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,10,1,1
4002780002,40027800,156.96385,34,1,\N,4002780001,\N,\N,\N,\N,\N,\N,\N,3,3,2,\N,2008,600,2,2,3,2,\N,\N,\N,\N,\N,\N,1,3,12,40,12,0,0,0,0,0,0,0,0,0,0,\N,47,\N,20,14,12,1,2,11456.65,9100,0,0,3383.55,0,21000,17850,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,10,1,1
4002860001,40028600,129.59146,55,2,\N,\N,4002860002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1987,700,3,2,3,\N,\N,\N,\N,\N,\N,\N,1,3,12,40,12,0,0,0,0,0,0,0,0,0,0,\N,85,\N,24,29,13,1,2,13281.69,9966.7,0,0,4141.23,215,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,2,1,10,1,1
4002860002,40028600,129.59146,60,1,\N,\N,4002860001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1982,700,\N,1,2,2,\N,\N,\N,\N,\N,\N,1,3,34,40,12,0,0,0,0,0,0,0,0,0,0,\N,85,\N,18,35,13,1,2,9600.91,7663.83,0,0,2993.57,0,0,0,0,0,0,0,75,0,0,2026.64,0,2,2,1,3,1,1,10,1,1
4002860003,40028600,129.59146,26,1,4002860002,4002860001,\N,\N,\N,\N,\N,\N,\N,1,3,2,\N,2013,344,\N,2,\N,\N,\N,1,1,\N,\N,\N,1,3,24,40,12,0,0,0,0,0,0,0,0,0,0,\N,73,\N,19,5,3,1,2,4751.68,4200,0,0,1476.63,0,0,0,0,0,0,0,0,53.1,49.69,0,0,2,2,1,2,1,1,10,1,1
4002870002,40028700,62.53237,64,1,\N,\N,4002870003,\N,\N,\N,\N,\N,\N,2,1,2,\N,1975,300,\N,2,3,2,\N,\N,\N,\N,\N,\N,1,3,83,45,12,0,0,0,0,0,0,0,0,0,0,\N,49,\N,20,43,13,1,2,16537.79,12304.97,0,0,5128.06,0,266.54,266.54,0,0,0,5658.12,0,757.73,606.98,0,0,1,1,1,3,1,1,10,1,1
4002870003,40028700,62.53237,63,2,\N,\N,4002870002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1976,300,3,1,3,2,\N,2,\N,1,\N,\N,7,3,71,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,19,40,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2773.56,0,0,0,0,0,1,1,1,3,1,1,10,1,1
4002880001,40028800,64.79401,66,1,\N,\N,4002880002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1977,600,2,2,3,2,\N,2,\N,1,\N,\N,7,3,13,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,20,36,\N,1,1,0,0,0,0,0,0,0,0,0,0,0,3646.2,0,0,0,0,0,1,1,1,1,1,1,10,1,1
4002880002,40028800,64.79401,66,2,\N,\N,4002880001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1977,600,2,2,3,2,\N,2,\N,1,\N,\N,7,2,52,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,19,33,\N,\N,\N,3058.83,2782.61,0,0,956.95,0,0,0,0,0,0,3101.04,0,274.12,223.66,0,0,1,1,1,1,1,1,10,1,1
4002910002,40029100,64.0002,70,1,\N,\N,4002910003,\N,\N,\N,\N,\N,\N,2,1,2,\N,1972,400,3,1,3,2,\N,\N,\N,1,\N,\N,7,3,83,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,16,46,\N,1,2,0,0,0,0,0,0,775.71,775.71,0,0,0,5446.32,0,0,0,0,0,3,1,1,3,1,3,10,1,1
4002910003,40029100,64.0002,74,2,\N,\N,4002910002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1972,600,3,1,3,2,\N,2,\N,1,\N,\N,7,3,23,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,21,44,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,4616.88,0,0,0,0,0,3,1,1,3,1,3,10,1,1
4002940002,40029400,62.13155,63,1,\N,\N,4002940003,\N,\N,\N,\N,\N,\N,2,1,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,6317.09,5364.89,0,0,1961.48,0,0,0,0,0,0,954.24,0,71.52,64.42,0,0,\N,\N,\N,\N,\N,\N,10,1,1
4002940003,40029400,62.13155,63,2,\N,\N,4002940002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1980,700,2,2,3,2,\N,\N,\N,\N,\N,\N,1,3,23,27,12,0,0,0,0,0,0,0,0,0,0,\N,85,5,22,\N,13,1,2,7966.06,6513.26,0,0,2440.54,0,0,0,0,0,0,4264.08,0,0,0,0,0,1,1,1,1,1,1,10,1,1
4002950001,40029500,258.8678,42,1,\N,\N,4002950002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1999,600,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,51,40,12,0,0,0,0,0,0,0,0,0,0,\N,55,\N,20,22,13,1,2,10546.56,9000,0,0,2674.05,0,6097.76,4637.34,0,0,0,0,0,0,0,2985,0,1,1,1,1,1,1,10,1,1
4002950002,40029500,258.8678,44,2,\N,\N,4002950001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1996,600,\N,2,3,2,\N,2,\N,\N,\N,\N,1,3,52,40,12,0,0,0,0,0,0,0,0,0,0,\N,47,\N,23,21,13,1,2,8437.18,7800,0,0,1483.42,0,0,0,0,0,0,0,0,38.84,34.8,0,0,1,1,1,1,1,1,10,1,1
4002950003,40029500,258.8678,15,1,4002950001,4002950002,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10,1,1
4002950004,40029500,258.8678,11,2,4002950001,4002950002,\N,\N,30,0,0,0,10,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10,1,1
4003010001,40030100,261.32248,36,1,\N,\N,4003010002,\N,\N,\N,\N,\N,\N,2,1,2,\N,2004,600,2,2,3,\N,\N,\N,\N,\N,\N,\N,1,3,21,40,12,0,0,0,0,0,0,0,0,0,0,\N,33,\N,22,9,13,1,2,83.73,76.19,0,0,26.11,0,0,0,0,2673.95,2673.95,0,0,0,0,0,0,1,1,1,3,1,1,10,1,1
4003010002,40030100,261.32248,31,2,\N,\N,4003010001,\N,\N,\N,\N,\N,\N,2,1,2,\N,2012,600,2,2,3,\N,\N,\N,\N,\N,\N,\N,1,3,22,40,12,0,0,0,0,0,0,0,0,0,0,\N,86,\N,21,10,13,1,2,18303.28,13912.72,0,0,5706.97,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,10,1,1
4003010003,40030100,261.32248,4,1,4003010001,4003010002,\N,45,\N,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10,1,1
4003080001,40030800,43.09375,72,1,\N,\N,4003080003,\N,\N,\N,\N,\N,\N,2,1,2,\N,1971,700,\N,1,1,2,\N,\N,\N,1,\N,\N,7,3,54,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,23,37,\N,1,1,0,0,0,0,0,0,0,0,0,0,0,2635.68,0,0,0,0,0,3,1,2,3,1,1,10,1,1
4003080003,40030800,43.09375,70,2,\N,\N,4003080001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1975,700,3,2,3,2,\N,2,\N,1,\N,\N,7,3,22,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,24,35,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,4165.44,0,0,0,0,0,1,1,2,2,1,1,10,1,1
4003080004,40030800,43.09375,39,2,4003080001,4003080003,\N,\N,\N,\N,\N,\N,\N,3,3,2,\N,2009,700,\N,2,3,\N,\N,2,\N,\N,\N,\N,1,3,24,40,12,0,0,0,0,0,0,0,0,0,0,\N,41,\N,22,16,13,1,2,12007.83,9269.37,0,0,3744.04,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,10,1,1
4003080005,40030800,43.09375,8,1,\N,4003080004,\N,\N,30,0,0,0,15,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10,1,1
4003100001,40031000,147.04573,86,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1956,400,4,1,1,2,\N,\N,\N,1,\N,\N,7,3,21,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,22,44,\N,1,1,0,0,0,0,0,0,0,0,0,0,0,3896.64,518.88,0,0,0,0,3,3,3,2,1,1,10,1,1
4003120001,40031200,53.22832,54,2,\N,\N,4003120002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1989,700,\N,2,3,2,\N,\N,\N,\N,\N,\N,1,3,52,40,12,0,0,0,0,0,0,0,0,0,0,\N,47,\N,18,32,13,1,1,10967.16,8330.44,0,0,3454.51,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,1,10,1,1
4003120002,40031200,53.22832,56,1,\N,\N,4003120001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1987,700,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,31,40,12,0,0,0,0,0,0,0,0,0,0,\N,35,\N,17,34,15,1,2,13864.51,10297.88,0,0,4287.63,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,1,10,1,1
4003130001,40031300,146.18143,31,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,5,3,2,\N,2010,600,2,2,3,\N,\N,\N,\N,\N,\N,\N,1,3,13,40,12,0,0,0,0,0,0,0,0,0,0,\N,49,\N,22,9,12,1,2,3674.84,2588.33,0,0,1622.8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,10,1,1
4003130003,40031300,146.18143,5,2,\N,4003130001,\N,45,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10,1,1
4003130004,40031300,146.18143,2,2,\N,4003130001,\N,\N,\N,\N,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10,1,1
4003140001,40031400,69.26845,22,1,\N,4003140003,\N,\N,\N,\N,\N,\N,\N,1,3,1,60,2016,344,\N,\N,\N,\N,\N,2,\N,1,2,\N,6,3,52,\N,0,0,0,0,0,0,0,12,0,0,0,\N,\N,\N,\N,\N,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,3,1,10,1,1
4003140002,40031400,69.26845,75,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1970,700,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,7,3,23,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,21,50,\N,1,2,0,0,0,0,35.35,0,244.65,196.94,0,0,0,6445.44,269.52,0,0,0,0,1,1,1,3,1,1,10,1,1
4003140003,40031400,69.26845,52,2,\N,4003140002,\N,\N,\N,\N,\N,\N,\N,3,3,2,\N,1990,600,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,2,24,10,8,0,0,4,0,0,0,0,0,0,0,\N,65,7,21,30,11,\N,\N,5243.81,4152.23,0,0,2206,0,397.47,302.28,0,2557.23,1993.04,0,0,0,0,0,0,1,3,3,3,3,1,10,1,1
4003210001,40032100,150.77178,32,2,\N,\N,4003210002,\N,\N,\N,\N,\N,\N,2,1,2,\N,2009,600,2,1,3,2,\N,\N,\N,1,2,\N,11,3,25,\N,5,0,0,0,0,0,0,0,0,0,7,\N,\N,\N,21,11,\N,1,2,14283.11,10855.12,0,0,4453.48,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,10,1,1
4003210002,40032100,150.77178,43,1,\N,\N,4003210001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1999,700,2,1,\N,2,\N,\N,\N,\N,\N,\N,1,3,25,40,12,0,0,0,0,0,0,0,0,0,0,10,84,\N,21,22,13,1,2,24019.63,18283.87,0,0,7388.85,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,1,10,1,1
4003210003,40032100,150.77178,4,1,4003210002,4003210001,\N,40,\N,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10,1,1
4003210004,40032100,150.77178,0,1,4003210002,4003210001,\N,\N,\N,\N,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10,1,1
4003300001,40033000,66.20678,61,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,5,3,2,\N,1979,600,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,12,40,12,0,0,0,0,0,0,0,0,0,0,\N,56,\N,23,39,10,1,2,8139.08,7440,0,0,1062.59,0,0,0,0,0,0,0,0,2961.9,2342.74,0,0,1,1,1,3,1,1,10,1,1
4003300002,40033000,66.20678,42,2,\N,4003300001,\N,\N,\N,\N,\N,\N,\N,1,3,2,\N,2001,700,2,2,3,\N,\N,2,\N,\N,\N,\N,1,3,33,40,12,0,0,0,0,0,0,0,0,0,0,\N,69,\N,16,26,11,1,2,16584.43,12600,0,0,5154.49,0,1440,1224,0,0,0,0,0,1045.22,837.25,0,0,1,1,1,1,1,1,10,1,1
4003360001,40033600,211.6916,20,2,\N,4003360003,\N,\N,\N,\N,\N,\N,\N,1,3,2,\N,2017,344,\N,2,3,\N,\N,\N,\N,\N,\N,\N,1,3,51,40,12,0,0,0,0,0,0,0,0,0,0,\N,56,\N,18,2,12,1,2,7340.21,7000,0,0,1178.63,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,10,1,1
4003360003,40033600,211.6916,45,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,5,3,2,\N,2005,600,3,1,3,2,\N,\N,\N,\N,\N,\N,1,3,11,40,12,0,0,0,0,0,0,0,0,0,0,\N,74,\N,34,\N,11,1,2,7465,7000,0,0,1496.64,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,1,10,1,1
4003370001,40033700,64.09044,35,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,3,2,\N,2007,700,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,22,40,12,0,0,0,0,0,0,0,0,0,0,12,86,\N,29,6,15,1,2,35029.44,26595.87,0,0,11013.96,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,10,1,1
4003390001,40033900,130.24137,34,1,\N,4003390003,\N,\N,\N,\N,\N,\N,\N,5,3,2,\N,2008,600,1,2,3,2,\N,2,\N,\N,\N,\N,1,3,11,40,12,0,0,0,0,0,0,0,0,0,0,\N,70,\N,21,12,12,1,2,8851.31,7200,0,0,5870.14,0,0,0,0,7982.04,6591.97,0,1858.32,0,0,0,0,1,1,1,1,1,1,10,1,1
4003390002,40033900,130.24137,92,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1947,300,\N,2,3,2,\N,2,\N,1,\N,\N,7,3,24,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,20,42,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,7369.92,269.52,0,0,0,0,1,1,1,1,1,3,10,1,1
4003390003,40033900,130.24137,64,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1976,400,2,2,3,2,\N,\N,\N,1,\N,\N,7,3,52,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,18,43,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,4155.72,269.52,0,0,0,0,1,1,1,1,1,1,10,1,1
4003390005,40033900,130.24137,15,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10,1,1
4003390006,40033900,130.24137,13,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10,1,1
4003400001,40034000,70.17256,39,2,\N,4003400002,\N,\N,\N,\N,\N,\N,\N,3,3,2,\N,2004,600,\N,2,3,2,\N,2,\N,\N,\N,\N,1,3,22,40,12,0,0,0,0,0,0,0,0,0,0,\N,75,\N,27,12,6,1,2,9717,8400,0,0,2369.68,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,10,1,1
4003400002,40034000,70.17256,63,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,5,3,2,\N,1975,300,3,2,3,2,\N,2,\N,\N,\N,\N,1,3,81,40,12,0,0,0,0,0,0,0,0,0,0,\N,13,\N,20,42,13,1,2,7710.1,6325.41,0,0,2404.01,0,0,0,0,0,0,5427.58,0,0,0,0,0,1,1,1,1,1,1,10,1,1
4003400003,40034000,70.17256,35,2,\N,4003400002,\N,\N,\N,\N,\N,\N,\N,3,3,2,\N,2005,300,\N,2,3,2,\N,2,\N,\N,\N,\N,1,3,51,40,12,0,0,0,0,0,0,0,0,0,0,\N,96,\N,18,17,11,1,2,0,0,0,0,0,0,20443,19450.33,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,10,1,1
4003400004,40034000,70.17256,10,2,\N,4003400003,\N,\N,30,0,0,0,10,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10,1,1
4003410001,40034100,113.23591,40,1,4003410002,4003410004,\N,\N,\N,\N,\N,\N,\N,3,3,2,\N,1998,300,\N,2,3,\N,\N,\N,\N,\N,\N,\N,1,3,75,40,12,0,0,0,0,0,0,0,0,0,0,\N,47,\N,19,17,13,1,2,9164.84,7301.86,0,0,2938.66,0,0,0,0,0,0,0,0,492.43,394.81,0,0,1,1,1,1,1,1,10,1,1
4003410002,40034100,113.23591,71,1,\N,\N,4003410004,\N,\N,\N,\N,\N,\N,2,1,2,\N,1965,300,3,1,3,2,\N,1,5,1,\N,\N,7,3,54,\N,8,0,0,0,0,4,0,0,0,0,0,\N,\N,\N,16,42,\N,1,2,4126.81,3200,0,0,1246.66,0,0,0,0,0,0,5308.8,0,1230.57,974.16,0,0,1,1,1,3,1,1,10,1,1
4003410004,40034100,113.23591,70,2,\N,\N,4003410002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1965,200,\N,1,3,2,\N,\N,\N,1,\N,\N,7,3,96,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,17,32,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,4060.68,0,0,0,0,0,1,1,1,3,1,1,10,1,1
4003420001,40034200,150.12717,35,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,3,3,2,\N,2008,600,2,2,3,2,\N,2,\N,\N,\N,\N,4,2,24,18,0,0,0,12,0,0,0,0,0,0,0,\N,10,6,18,16,3,\N,\N,10268.18,8070.35,0,0,3201.64,305,0,0,0,0,0,0,0,894.94,713.27,0,0,1,1,1,2,1,1,10,1,1
4003420002,40034200,150.12717,3,1,\N,4003420001,\N,45,\N,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10,1,1
4003500001,40035000,62.96792,81,1,\N,\N,4003500002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1954,300,4,1,3,2,\N,\N,\N,1,\N,\N,7,3,71,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,16,\N,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,5121.48,0,0,0,0,0,2,2,1,2,1,2,10,1,1
4003500002,40035000,62.96792,75,2,\N,\N,4003500001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1959,300,4,1,3,2,\N,\N,\N,1,\N,\N,7,3,91,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,17,\N,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3450.6,0,0,0,0,0,2,2,1,3,2,2,10,1,1
4003500003,40035000,62.96792,42,2,4003500001,4003500002,\N,\N,\N,\N,\N,\N,\N,1,3,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,10,1,1
4003570001,40035700,123.44265,31,2,4003570002,4003570003,\N,\N,\N,\N,\N,\N,\N,1,3,2,\N,2010,600,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,3,24,40,12,0,0,0,0,0,0,0,0,0,0,\N,47,\N,22,8,11,1,2,12466.97,9494.83,0,0,3887.19,0,0,0,0,1464.87,1464.87,0,0,700.46,567.32,0,0,\N,\N,\N,\N,\N,\N,10,1,1
4003570002,40035700,123.44265,55,1,\N,\N,4003570003,\N,\N,\N,\N,\N,\N,2,1,2,\N,1984,400,2,2,3,2,\N,\N,\N,\N,\N,\N,1,3,74,40,12,0,0,0,0,0,0,0,0,0,0,\N,49,\N,17,38,13,1,2,13107.09,10111.91,0,0,4084.33,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,10,1,1
4003570003,40035700,123.44265,54,2,\N,\N,4003570002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1987,400,2,2,3,2,\N,\N,\N,\N,\N,\N,3,2,52,45,0,0,12,0,0,0,0,0,0,0,0,\N,46,\N,20,32,1,\N,\N,0,0,0,0,1454.4,0,12932,12500,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,10,1,1
4003580001,40035800,208.74057,42,1,\N,\N,4003580002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1998,600,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,11,40,12,0,0,0,0,0,0,0,0,0,0,\N,73,\N,21,21,10,1,2,36264.12,26835.43,0,0,11307.18,850,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,10,1,1
4003580002,40035800,208.74057,40,2,\N,\N,4003580001,\N,\N,\N,\N,\N,\N,2,1,2,\N,2003,700,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,26,40,12,0,0,0,0,0,0,0,0,0,0,\N,61,\N,21,19,13,1,2,32843.66,24960.73,0,0,10240.67,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,10,1,1
