PB030,HB030,RB050,AGE,RB090,RB220,RB230,RB240,RL010,RL020,RL030,RL040,RL050,RL060,PB190,PB200,PE010,PE020,PE030,PE040,PH010,PH020,PH030,PH040,PH050,PH060,PH070,PL015,PL020,PL025,PL031,PL040,PL051,PL060,PL073,PL074,PL075,PL076,PL080,PL085,PL086,PL087,PL088,PL089,PL090,PL100,PL111,PL120,PL190,PL200,PL130,PL140,PL150,PY010G,PY010N,PY020G,PY021G,PY030G,PY035G,PY050G,PY050N,PY080G,PY090G,PY090N,PY100G,PY110G,PY120G,PY120N,PY130G,PY140G,AP,SL,M_K
3012930001,30129300,75.1947,79,1,\N,\N,3012930002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1952,200,4,1,2,2,\N,2,\N,1,\N,\N,7,3,72,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,17,42,\N,1,2,0,0,0,0,0,0,10,10,0,0,0,4544.99,0,0,0,0,0,10,7,2
3012930002,30129300,75.1947,74,2,\N,\N,3012930001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1960,400,\N,1,3,2,\N,2,\N,1,\N,\N,7,3,33,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,19,36,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3642.1,0,0,0,0,0,10,7,2
3012940001,30129400,54.50059,79,1,\N,\N,3012940002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1945,100,3,1,2,2,\N,2,\N,1,\N,\N,7,3,83,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,17,38,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3256.91,0,0,0,0,0,10,1,1
3012940002,30129400,54.50059,66,2,\N,\N,3012940001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1964,200,\N,1,1,2,\N,2,\N,1,\N,\N,7,3,75,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,17,40,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2757.9,0,0,0,0,0,10,1,1
3012950002,30129500,135.60092,75,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1959,400,4,1,2,2,\N,2,\N,1,\N,\N,7,3,24,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,16,40,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2747.99,243.28,0,0,0,0,3,3,1
3012960001,30129600,47.87577,73,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1970,400,3,2,2,2,\N,2,\N,1,\N,\N,7,3,24,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,18,50,\N,1,1,0,0,0,0,0,0,0,0,0,0,0,3054.17,243.28,0,0,0,0,5,5,1
3012970001,30129700,20.09586,78,1,\N,\N,3012970003,\N,\N,\N,\N,\N,\N,2,1,2,\N,1957,400,2,2,3,2,\N,2,\N,1,\N,\N,7,3,21,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,21,39,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2597.71,0,0,0,0,0,8,7,2
3012970003,30129700,20.09586,71,2,\N,\N,3012970001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1961,300,3,1,2,2,\N,2,\N,1,\N,\N,7,3,43,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,16,25,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3548.25,301.2,0,0,0,0,8,7,2
3012980002,30129800,18.55455,74,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1952,100,5,1,1,2,\N,2,\N,1,\N,\N,7,3,92,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,15,40,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2504.92,381.54,0,0,0,0,9,7,2
3012980003,30129800,18.55455,51,2,\N,3012980002,\N,\N,\N,\N,\N,\N,\N,1,3,2,\N,\N,0,\N,1,1,1,4,1,4,2,2,\N,8,\N,\N,\N,0,0,0,0,0,0,12,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5704.07,0,9,7,2
3012990002,30129900,64.54053,71,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1961,300,4,1,1,2,\N,2,\N,1,\N,\N,7,3,91,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,16,36,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2474.25,243.28,0,0,0,0,9,6,1
3013010001,30130100,20.62578,77,1,\N,\N,3013010002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1959,600,\N,1,2,2,\N,2,\N,1,\N,\N,7,3,23,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,22,48,\N,1,1,0,0,0,0,0,0,0,0,0,0,0,8043.7,0,0,0,0,0,2,2,1
3013010002,30130100,20.62578,74,2,\N,\N,3013010001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1958,300,3,1,2,2,\N,2,\N,1,\N,\N,7,3,13,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,20,48,\N,1,1,0,0,0,0,0,0,0,0,0,0,0,3764.63,0,0,0,0,0,2,2,1
3013020001,30130200,56.99222,77,1,\N,\N,3013020002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1975,400,4,1,2,2,\N,2,\N,1,\N,\N,7,3,21,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,17,40,\N,1,1,0,0,0,0,0,0,0,0,0,0,0,3593.64,0,0,0,0,0,4,7,2
3013020002,30130200,56.99222,74,2,\N,\N,3013020001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1954,200,4,1,2,2,\N,2,\N,1,\N,\N,7,3,61,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,17,41,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,4497.05,0,0,0,0,0,4,7,2
3013030001,30130300,41.33757,77,1,\N,\N,3013030003,\N,\N,\N,\N,\N,\N,2,1,2,\N,1968,400,\N,2,2,2,\N,2,\N,1,\N,\N,7,3,23,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,14,44,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,4431.36,0,0,0,0,0,1,6,1
3013030003,30130300,41.33757,76,2,\N,\N,3013030001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1960,400,3,2,2,2,\N,2,\N,1,\N,\N,7,3,51,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,30,19,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2266.96,0,0,0,0,0,1,6,1
3013050001,30130500,51.64745,77,1,\N,\N,3013050002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1954,200,3,1,2,2,\N,2,\N,1,\N,\N,7,3,72,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,16,47,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3287.06,0,0,0,0,0,5,5,1
3013050002,30130500,51.64745,75,2,\N,\N,3013050001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1955,200,\N,1,2,2,\N,2,\N,1,\N,\N,7,3,31,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,18,33,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3095.4,0,0,0,0,0,5,5,1
3013060001,30130600,34.6002,77,1,\N,\N,3013060002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1954,200,4,1,2,1,6,2,\N,1,\N,\N,7,3,83,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,21,49,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3300.03,0,0,0,0,0,8,7,2
3013060002,30130600,34.6002,70,2,\N,\N,3013060001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1962,300,\N,1,1,2,\N,2,\N,1,\N,\N,7,3,43,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,14,36,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,5175.79,0,0,0,0,0,8,7,2
3013060004,30130600,34.6002,4,1,\N,\N,\N,0,\N,\N,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,8,7,2
3013060005,30130600,34.6002,47,2,3013060001,3013060002,\N,\N,\N,\N,\N,\N,\N,5,3,2,\N,1986,400,2,1,3,2,\N,2,\N,\N,\N,\N,1,3,94,40,2,0,0,0,10,0,0,0,0,0,0,10,56,\N,19,6,12,2,2,668.93,554.27,0,0,207.23,0,0,0,0,0,0,0,0,0,0,0,0,8,7,2
3013070002,30130700,203.06682,86,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1942,200,4,1,1,2,\N,2,\N,1,\N,\N,7,3,75,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,18,34,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,4784.98,376.21,0,0,0,0,3,6,1
3013080001,30130800,221.36015,76,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,3,2,\N,1949,100,4,1,2,2,\N,2,\N,1,\N,\N,7,3,83,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,18,43,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2470.66,0,0,0,0,0,10,7,2
3013100001,30131000,76.23368,76,1,\N,\N,3013100002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1950,100,\N,2,3,2,\N,2,\N,1,\N,\N,7,3,72,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,16,50,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,4060.85,0,0,0,0,0,2,2,1
3013100002,30131000,76.23368,73,2,\N,\N,3013100001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1955,200,3,2,2,1,6,2,\N,1,\N,\N,7,3,51,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,16,43,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2856.19,0,0,0,0,0,2,2,1
3013120001,30131200,57.52732,75,1,\N,\N,3013120002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1954,200,3,2,2,2,\N,2,\N,1,\N,\N,7,3,83,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,18,42,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2693.31,0,0,0,0,0,6,7,2
3013120002,30131200,57.52732,71,2,\N,\N,3013120001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1961,300,4,2,2,2,\N,2,\N,1,\N,\N,7,3,52,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,21,39,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3574.16,0,0,0,0,0,6,7,2
3013130001,30131300,197.59805,75,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1952,100,3,1,3,2,\N,2,\N,1,\N,\N,7,3,71,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,16,32,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,4857.71,243.28,0,0,0,0,5,6,1
3013160001,30131600,220.60729,75,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1959,300,3,1,3,2,\N,2,\N,1,\N,\N,7,3,83,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,20,40,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,6013.42,243.28,0,0,0,0,8,6,1
3013180001,30131800,253.24133,74,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1957,300,4,1,1,2,\N,2,\N,1,\N,\N,7,3,72,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,16,50,\N,1,2,5268.91,4231.61,0,0,1632.56,0,0,0,0,0,0,4455.62,243.28,0,0,0,0,10,1,1
3013190001,30131900,38.2888,74,1,\N,\N,3013190002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1958,300,4,1,2,2,\N,2,\N,1,\N,\N,7,3,83,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,17,36,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3038.04,0,0,0,0,0,8,7,2
3013190002,30131900,38.2888,65,2,\N,\N,3013190001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1974,300,3,1,3,2,\N,2,\N,1,\N,\N,7,3,52,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,17,33,\N,2,2,0,0,0,0,0,0,0,0,0,0,0,1825.47,0,0,0,0,0,8,7,2
3013200001,30132000,72.25844,74,1,\N,\N,3013200002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1959,300,\N,2,3,2,\N,2,\N,\N,\N,\N,3,2,83,40,0,0,12,0,0,0,0,0,0,0,0,\N,49,\N,18,50,1,\N,\N,0,0,0,0,0,0,1720,1500,0,0,0,2929.08,0,0,0,0,0,7,6,1
3013200002,30132000,72.25844,74,2,\N,\N,3013200001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1979,300,3,2,3,2,\N,2,\N,1,\N,\N,7,3,43,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,18,33,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2836.53,0,0,0,0,0,7,6,1
3013210001,30132100,212.9469,74,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,3,3,2,\N,1954,200,3,1,3,2,\N,2,\N,1,\N,\N,7,3,83,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,16,34,\N,1,2,0,0,0,0,0,0,6702.66,6598.4,0,0,0,2733.22,0,0,0,0,0,10,7,2
3013230001,30132300,167.33222,49,1,\N,\N,3013230002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1983,300,\N,1,3,2,\N,2,\N,\N,\N,\N,1,3,83,45,12,0,0,0,0,0,0,0,0,0,0,\N,49,\N,20,28,15,1,2,4690.37,3805.53,120,0,1465.68,0,0,0,0,0,0,0,0,0,0,0,0,10,7,2
3013230002,30132300,167.33222,46,2,\N,\N,3013230001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1987,400,4,1,3,2,\N,2,\N,1,2,\N,10,3,52,\N,0,0,0,0,0,0,0,0,0,12,0,\N,\N,\N,20,16,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,2
3013230003,30132300,167.33222,25,2,3013230001,3013230002,\N,\N,\N,\N,\N,\N,\N,1,3,2,\N,2012,600,\N,2,3,2,\N,2,\N,\N,\N,\N,1,3,52,40,12,0,0,0,0,0,0,0,0,0,0,\N,31,\N,22,2,15,1,2,3252.95,2699.93,0,0,1007.76,0,0,0,0,0,0,0,0,42.16,36.79,0,0,10,7,2
3013230004,30132300,167.33222,21,1,3013230001,3013230002,\N,\N,\N,\N,\N,\N,\N,1,3,2,\N,2014,450,1,2,3,2,\N,2,\N,2,1,1,5,\N,\N,\N,0,0,0,0,4,0,0,6,0,0,2,\N,\N,\N,\N,\N,\N,\N,\N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,2
3013250001,30132500,90.00328,73,1,\N,\N,3013250002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1966,700,4,1,2,2,\N,2,\N,1,\N,\N,7,3,22,\N,2,0,0,0,0,10,0,0,0,0,0,\N,\N,\N,17,49,\N,1,2,8379.54,6448.91,0,0,4654.28,0,0,0,0,0,0,11737.76,0,0,0,0,0,6,4,1
3013250002,30132500,90.00328,72,2,\N,\N,3013250001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1966,700,3,1,3,2,\N,2,\N,1,\N,\N,7,3,21,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,18,33,\N,1,1,0,0,0,0,0,0,0,0,0,0,0,3196.9,0,0,0,0,0,6,4,1
3013260001,30132600,135.23528,73,1,\N,\N,3013260002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1962,600,\N,2,3,2,\N,2,\N,1,\N,\N,7,3,21,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,18,51,\N,1,2,3103.61,2486.16,0,0,1102.53,0,0,0,0,0,0,6291.13,0,0,0,0,0,2,2,1
3013260002,30132600,135.23528,65,2,\N,\N,3013260001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1990,700,3,2,3,2,\N,2,\N,1,\N,\N,7,3,23,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,20,42,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3555.37,0,0,0,0,0,2,2,1
3013280001,30132800,58.0136,73,1,\N,\N,3013280002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1958,300,3,2,3,2,\N,2,\N,1,\N,\N,7,3,83,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,20,34,\N,1,2,0,0,0,0,0,0,673.9,673.9,0,0,0,2602.84,0,0,0,0,0,9,7,2
3013280002,30132800,58.0136,69,2,\N,\N,3013280001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1960,200,3,2,3,2,\N,2,\N,1,\N,\N,7,3,61,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,16,34,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2182.72,0,0,0,0,0,9,7,2
3013300001,30133000,78.18026,73,1,\N,\N,3013300002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1955,200,3,1,1,2,\N,2,\N,1,\N,\N,7,3,72,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,18,32,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2599.59,0,0,0,0,0,3,6,1
3013300002,30133000,78.18026,79,2,\N,\N,3013300001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1952,200,4,1,1,2,\N,2,\N,1,\N,\N,7,3,91,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,19,25,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2261.64,0,0,0,0,0,3,6,1
3013310001,30133100,41.98003,72,1,\N,\N,3013310003,\N,\N,\N,\N,\N,\N,2,1,2,\N,1966,200,4,1,2,2,\N,2,\N,1,\N,\N,7,3,43,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,25,32,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2827.27,0,0,0,0,0,2,7,2
3013310003,30133100,41.98003,68,2,\N,\N,3013310001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1967,400,4,1,2,2,\N,2,\N,1,\N,\N,7,3,71,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,21,19,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,1132.61,0,0,0,0,0,2,7,2
3013340001,30133400,55.91987,72,1,\N,\N,3013340002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1977,300,\N,1,2,2,\N,2,\N,1,\N,\N,7,3,31,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,16,42,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2891.61,0,0,0,0,0,10,7,2
3013340002,30133400,55.91987,63,2,\N,\N,3013340001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1976,300,4,1,3,2,\N,2,\N,1,\N,\N,7,3,75,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,18,28,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2057.67,0,0,0,0,0,10,7,2
3013350002,30133500,28.93094,68,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1967,600,3,1,3,2,\N,2,\N,1,\N,\N,7,3,12,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,21,38,\N,1,1,0,0,0,0,0,0,0,0,0,0,0,4186.25,580.45,0,0,0,0,2,2,1
3013370001,30133700,82.47931,39,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,5,3,2,\N,1996,600,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,43,40,12,0,0,0,0,0,0,0,0,0,0,\N,45,\N,21,\N,11,1,2,425.93,359.97,0,0,144.66,0,0,0,0,980.46,980.46,0,0,669.23,536.89,0,0,1,6,1
3013380002,30133800,58.80505,67,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1972,700,3,2,2,2,\N,2,\N,\N,\N,\N,1,3,22,40,12,0,0,0,0,0,0,0,0,0,0,\N,86,\N,19,43,13,1,2,15867.34,12059.18,0,0,4915.7,0,0,0,0,0,0,4927.9,243.28,0,0,0,0,10,1,1
3013420001,30134200,51.60969,71,1,\N,\N,3013420002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1960,300,\N,1,2,2,\N,2,\N,1,\N,\N,7,2,61,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,19,36,\N,\N,\N,0,0,0,0,0,0,0,0,0,0,0,2486.33,0,0,0,0,0,3,7,2
3013420002,30134200,51.60969,68,2,\N,\N,3013420001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1967,400,3,1,2,2,\N,2,\N,1,\N,\N,7,4,61,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,21,32,\N,\N,\N,0,0,0,0,0,0,0,0,0,0,0,2143.34,0,0,0,0,0,3,7,2
3013430001,30134300,90.96797,71,1,\N,\N,3013430002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1973,400,\N,2,3,2,\N,2,\N,\N,\N,\N,1,3,54,40,12,0,0,0,0,0,0,0,0,0,0,\N,85,\N,23,49,13,1,2,4558.04,3719.18,0,0,1412.08,0,0,0,0,0,0,4788.2,0,0,0,0,0,10,1,1
3013430002,30134300,90.96797,70,2,\N,\N,3013430001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1968,700,3,2,3,2,\N,2,\N,1,\N,\N,7,3,33,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,16,47,\N,1,1,0,0,0,0,0,0,0,0,0,0,0,9809.1,0,0,0,0,0,10,1,1
3013440001,30134400,212.20508,71,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,3,2,\N,1958,200,3,2,3,2,\N,2,\N,1,\N,\N,7,3,93,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,18,36,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1
3013490001,30134900,38.20545,69,1,\N,\N,3013490002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1969,400,\N,1,2,2,\N,2,\N,\N,\N,\N,1,3,31,40,12,0,0,0,0,0,0,0,0,0,0,\N,41,\N,19,50,12,1,1,4429.73,3600,0,0,1128.47,0,0,0,0,0,0,5077.22,0,2301.45,1825.41,0,0,10,7,2
3013490002,30134900,38.20545,57,2,\N,\N,3013490001,\N,\N,\N,\N,\N,\N,2,1,2,\N,2004,700,4,1,3,2,\N,2,\N,1,2,\N,8,3,23,\N,0,0,0,0,0,0,12,0,0,0,0,\N,\N,\N,21,34,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3849.48,0,10,7,2
3013500001,30135000,26.14005,69,1,\N,\N,3013500002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1964,300,3,2,2,2,\N,2,\N,1,\N,\N,7,3,83,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,18,38,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3708.37,0,0,0,0,0,1,6,1
3013500002,30135000,26.14005,67,2,\N,\N,3013500001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1965,300,3,1,2,2,\N,2,\N,1,\N,\N,7,3,73,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,19,33,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2537.02,0,0,0,0,0,1,6,1
3013520001,30135200,42.74265,69,1,\N,\N,3013520002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1960,200,\N,1,2,2,\N,2,\N,1,\N,\N,7,3,83,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,16,45,\N,1,2,0,0,0,0,0,0,1417.56,1417.56,0,0,0,3825.57,0,0,0,0,0,4,7,2
3013520002,30135200,42.74265,68,2,\N,\N,3013520001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1969,400,3,2,3,2,\N,2,\N,1,\N,\N,7,3,92,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,16,32,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2522.04,0,0,0,0,0,4,7,2
3013540001,30135400,49.79514,69,1,\N,\N,3013540002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1970,400,3,1,2,2,\N,2,\N,1,\N,\N,7,3,31,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,25,30,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2195.96,0,0,0,0,0,5,6,1
3013540002,30135400,49.79514,69,2,\N,\N,3013540001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1965,400,3,2,3,2,\N,2,\N,1,\N,\N,7,3,31,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,21,27,\N,1,1,0,0,0,0,0,0,998.25,998.25,0,0,0,1876.74,0,0,0,0,0,5,6,1
3013590001,30135900,185.68484,75,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,5,3,2,\N,1985,600,4,1,1,2,\N,2,\N,1,\N,\N,7,3,11,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,16,45,\N,1,1,0,0,0,0,0,0,0,0,0,0,0,3263.74,0,0,0,0,0,2,7,2
3013600002,30136000,171.17777,42,2,\N,\N,3013600004,\N,\N,\N,\N,\N,\N,2,1,2,\N,1990,300,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,41,40,12,0,0,0,0,0,0,0,0,0,0,\N,84,\N,18,23,13,1,2,4560,3820.44,0,0,1335.46,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1
3013600003,30136000,171.17777,19,2,3013600004,3013600002,\N,\N,\N,\N,\N,\N,\N,1,3,1,60,2014,344,1,2,3,2,\N,2,\N,2,2,\N,6,\N,\N,\N,0,0,0,0,0,0,0,12,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1
3013600004,30136000,171.17777,43,1,\N,\N,3013600002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1989,300,2,2,3,2,\N,2,\N,\N,\N,\N,3,2,71,40,0,0,12,0,0,0,0,0,0,0,0,\N,41,\N,20,23,1,\N,\N,0,0,0,0,0,0,2750.38,2500,0,0,0,0,0,0,0,0,0,6,4,1
3013610001,30136100,360.99968,68,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,3,2,\N,1964,300,4,1,3,2,\N,2,\N,1,\N,\N,7,3,83,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,18,41,\N,1,2,0,0,0,0,0,0,3386.67,3282.41,0,0,0,2348.95,0,0,0,0,0,3,6,1
3013620002,30136200,34.00397,70,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1967,100,4,2,2,2,\N,2,\N,1,\N,\N,7,3,92,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,16,36,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2595.97,0,0,0,0,0,2,7,2
